"","YEAR","SPECIES","DISTRICT","SIZE_5MM","PROP_MATURE_mean","PROP_MATURE_lo","PROP_MATURE_hi"
"248",1998,"SNOW","ALL",57.5,0.134531405353755,0.101022998486277,0.176715940500344
"249",1998,"SNOW","ALL",62.5,0.19185387432551,0.152618668497076,0.241144911715112
"250",1998,"SNOW","ALL",67.5,0.260890039173545,0.22063542975131,0.308877472285979
"251",1998,"SNOW","ALL",72.5,0.322373898228376,0.277808755215952,0.374736668219439
"252",1998,"SNOW","ALL",77.5,0.343514316921991,0.310181881860767,0.378000525768763
"253",1998,"SNOW","ALL",82.5,0.341113775981729,0.318245797811196,0.370428064200944
"254",1998,"SNOW","ALL",87.5,0.36531806006383,0.338592503125078,0.392409664201945
"255",1998,"SNOW","ALL",92.5,0.398311977850551,0.372234851832865,0.423749168924548
"256",1998,"SNOW","ALL",97.5,0.536514160864849,0.506212522431263,0.562437315923881
"257",1998,"SNOW","ALL",102.5,0.733250438923344,0.706829995976941,0.758139074584502
"258",1998,"SNOW","ALL",107.5,0.872892198649752,0.853589548699751,0.892490304101978
"259",1998,"SNOW","ALL",112.5,0.92136218712228,0.905900765296191,0.936058246816693
"260",1998,"SNOW","ALL",117.5,0.938455254776992,0.921732317762394,0.953063805762559
"261",1998,"SNOW","ALL",122.5,0.963000259308695,0.948845896689081,0.973558575232018
"262",1998,"SNOW","ALL",127.5,0.977349552655757,0.961947162615503,0.987900875812235
"263",1998,"SNOW","ALL",132.5,0.985636915643885,0.962945705777534,0.99605803285617
"264",1998,"SNOW","ALL",137.5,0.98877125965742,0.95296119061109,0.999015553666493
"265",1998,"SNOW","ALL",152.5,0.993349545738629,0.947123863467371,0.999979028641703
"266",1999,"SNOW","ALL",12.5,0.0019551767258971,3.7852455613817e-06,0.0141852927632501
"267",1999,"SNOW","ALL",17.5,7.85160796053838e-05,1.12939130704158e-06,0.000593434889472707
"268",1999,"SNOW","ALL",22.5,0.00196157877742135,8.35104715317375e-05,0.00968834736042208
"269",1999,"SNOW","ALL",27.5,0.00192236461213021,0.000229948448265275,0.00716687071744495
"270",1999,"SNOW","ALL",32.5,0.00203485668510693,0.000510748802462411,0.00541736511756007
"271",1999,"SNOW","ALL",37.5,0.00765066186862739,0.00344662018060748,0.014417236725888
"272",1999,"SNOW","ALL",42.5,0.0178384427759198,0.0105505551337047,0.033268262064004
"273",1999,"SNOW","ALL",47.5,0.054575123623009,0.0343392696773602,0.0910136093297507
"274",1999,"SNOW","ALL",52.5,0.113392144298588,0.0804132821255836,0.168927207035531
"275",1999,"SNOW","ALL",57.5,0.17790282060362,0.138177348547093,0.232923064301129
"276",1999,"SNOW","ALL",62.5,0.236920518112002,0.197783222554676,0.281186408688951
"277",1999,"SNOW","ALL",67.5,0.305241469467498,0.259735492564213,0.349850200430374
"278",1999,"SNOW","ALL",72.5,0.342229040809815,0.294616852136231,0.399566222535639
"279",1999,"SNOW","ALL",77.5,0.401170757150732,0.348247005555826,0.463840260569383
"280",1999,"SNOW","ALL",82.5,0.404434434514829,0.357833703579265,0.448328626033578
"281",1999,"SNOW","ALL",87.5,0.430494268695332,0.388332355134233,0.471088403096094
"282",1999,"SNOW","ALL",92.5,0.505065114804329,0.457537183406053,0.545542263449358
"283",1999,"SNOW","ALL",97.5,0.64339993908971,0.593885293892807,0.6893693427577
"284",1999,"SNOW","ALL",102.5,0.783752679407277,0.734637419826882,0.828314450510954
"285",1999,"SNOW","ALL",107.5,0.896295679059994,0.852335100530947,0.926923993932849
"286",1999,"SNOW","ALL",112.5,0.925367687709663,0.884292969350694,0.952968233333015
"287",1999,"SNOW","ALL",117.5,0.942240789356804,0.890910072256316,0.969065033171707
"288",1999,"SNOW","ALL",122.5,0.951882080972109,0.910274454654519,0.976891343502038
"289",1999,"SNOW","ALL",127.5,0.961277200322659,0.906151444272867,0.987308876448602
"290",1999,"SNOW","ALL",132.5,0.975416213680574,0.920469216687856,0.994430968898488
"291",1999,"SNOW","ALL",137.5,0.978762258426935,0.910779369930318,0.998174219434093
"292",2000,"SNOW","ALL",7.5,4.14725752634266e-05,6.44458424565061e-08,0.000271656321167173
"293",2000,"SNOW","ALL",12.5,3.16160646332591e-06,1.85897547348016e-08,2.52728754495305e-05
"294",2000,"SNOW","ALL",17.5,0.00169072708745275,2.7829870246382e-05,0.0119170011840518
"295",2000,"SNOW","ALL",22.5,0.00410267794269901,0.000151125355554373,0.0239889462555054
"296",2000,"SNOW","ALL",27.5,0.00149587578103208,0.000171827558981152,0.00676908617366397
"297",2000,"SNOW","ALL",32.5,0.00234598526089556,0.000487936822954463,0.00714250700998648
